source_text,model,temperature,prompting_method,prompt_language,pages_processed,duration_seconds,inference_type,count_failed_pages,datetime,label,strict_p,strict_r,strict_f1,relaxed_p,relaxed_r,relaxed_f1,count_tp,count_fp,count_fn
1816_third_letter.txt,cogito-2.1:671b,0.5,zeroshot,dutch,10,89.9,cloud,0,2026-06-15 16:54:00,E53_Place,0.7468,0.5463,0.6310,0.9419,0.7500,0.8351,,,
1816_third_letter.txt,cogito-2.1:671b,0.5,zeroshot,dutch,10,89.9,cloud,0,2026-06-15 16:54:00,F2_Expression,0.0435,0.0769,0.0556,0.1739,0.2857,0.2162,,,
1816_third_letter.txt,cogito-2.1:671b,0.5,zeroshot,dutch,10,89.9,cloud,0,2026-06-15 16:54:00,Mode_of_Transportation,1.0000,0.1333,0.2353,1.0000,0.1667,0.2857,,,
1816_third_letter.txt,cogito-2.1:671b,0.5,zeroshot,dutch,10,89.9,cloud,0,2026-06-15 16:54:00,OVERALL,0.5207,0.4013,0.4532,0.7490,0.5968,0.6643,158,81,157
1816_third_letter.txt,cogito-2.1:671b,0.5,zeroshot,english,10,77.0,cloud,0,2026-06-15 16:54:04,E18_Physical_Thing,0.4651,0.3226,0.3810,0.9130,0.6774,0.7778,,,
1816_third_letter.txt,cogito-2.1:671b,0.5,zeroshot,english,10,77.0,cloud,0,2026-06-15 16:54:04,E19_Physical_Object,0.0000,0.0000,0.0000,0.4783,0.2200,0.3014,,,
1816_third_letter.txt,cogito-2.1:671b,0.5,zeroshot,english,10,77.0,cloud,0,2026-06-15 16:54:04,E20_Biological_Object,0.0000,0.0000,0.0000,0.1538,0.1176,0.1333,,,
1816_third_letter.txt,cogito-2.1:671b,0.5,zeroshot,english,10,77.0,cloud,0,2026-06-15 16:54:04,E31_Document,0.2000,0.6000,0.3000,0.2667,0.8000,0.4000,,,
1816_third_letter.txt,cogito-2.1:671b,0.5,zeroshot,english,10,77.0,cloud,0,2026-06-15 16:54:04,E52_Time_Span,0.5833,0.2414,0.3415,0.8333,0.3448,0.4878,,,
1816_third_letter.txt,cogito-2.1:671b,0.5,zeroshot,english,10,77.0,cloud,0,2026-06-15 16:54:04,E53_Place,0.6533,0.4537,0.5355,0.9765,0.7685,0.8601,,,
1816_third_letter.txt,cogito-2.1:671b,0.5,zeroshot,english,10,77.0,cloud,0,2026-06-15 16:54:04,F2_Expression,0.0000,0.0000,0.0000,0.1786,0.3571,0.2381,,,
1816_third_letter.txt,cogito-2.1:671b,0.5,zeroshot,english,10,77.0,cloud,0,2026-06-15 16:54:04,Mode_of_Transportation,1.0000,0.0667,0.1250,1.0000,0.1000,0.1818,,,
1816_third_letter.txt,cogito-2.1:671b,0.5,zeroshot,english,10,77.0,cloud,0,2026-06-15 16:54:04,OVERALL,0.3913,0.2580,0.3109,0.7111,0.5079,0.5926,119,88,196
1816_third_letter.txt,cogito-2.1:671b,1.0,zeroshot,dutch,10,108.1,cloud,0,2026-06-15 16:54:08,E18_Physical_Thing,0.3958,0.3065,0.3455,0.8571,0.6774,0.7568,,,
1816_third_letter.txt,cogito-2.1:671b,1.0,zeroshot,dutch,10,108.1,cloud,0,2026-06-15 16:54:08,E19_Physical_Object,0.3333,0.0400,0.0714,1.0000,0.1600,0.2759,,,
1816_third_letter.txt,cogito-2.1:671b,1.0,zeroshot,dutch,10,108.1,cloud,0,2026-06-15 16:54:08,E20_Biological_Object,0.2333,0.4118,0.2979,0.3103,0.5294,0.3913,,,
1816_third_letter.txt,cogito-2.1:671b,1.0,zeroshot,dutch,10,108.1,cloud,0,2026-06-15 16:54:08,E31_Document,0.1667,0.2000,0.1818,0.1667,0.2000,0.1818,,,
1816_third_letter.txt,cogito-2.1:671b,1.0,zeroshot,dutch,10,108.1,cloud,0,2026-06-15 16:54:08,E52_Time_Span,0.5556,0.1724,0.2632,0.8750,0.2414,0.3784,,,
1816_third_letter.txt,cogito-2.1:671b,1.0,zeroshot,dutch,10,108.1,cloud,0,2026-06-15 16:54:08,E53_Place,0.7571,0.4907,0.5955,0.9383,0.7037,0.8042,,,
1816_third_letter.txt,cogito-2.1:671b,1.0,zeroshot,dutch,10,108.1,cloud,0,2026-06-15 16:54:08,F2_Expression,0.0000,0.0000,0.0000,0.0556,0.0714,0.0625,,,
1816_third_letter.txt,cogito-2.1:671b,1.0,zeroshot,dutch,10,108.1,cloud,0,2026-06-15 16:54:08,Mode_of_Transportation,0.6250,0.1667,0.2632,0.8889,0.2667,0.4103,,,
1816_third_letter.txt,cogito-2.1:671b,1.0,zeroshot,dutch,10,108.1,cloud,0,2026-06-15 16:54:08,OVERALL,0.4718,0.2930,0.3615,0.7308,0.4825,0.5813,119,74,196
1816_third_letter.txt,cogito-2.1:671b,1.0,zeroshot,english,10,86.2,cloud,0,2026-06-15 16:54:11,E18_Physical_Thing,0.5814,0.4032,0.4762,0.9318,0.6613,0.7736,,,
1816_third_letter.txt,cogito-2.1:671b,1.0,zeroshot,english,10,86.2,cloud,0,2026-06-15 16:54:11,E19_Physical_Object,0.2500,0.0400,0.0690,0.8333,0.2000,0.3226,,,
1816_third_letter.txt,cogito-2.1:671b,1.0,zeroshot,english,10,86.2,cloud,0,2026-06-15 16:54:11,E20_Biological_Object,0.4737,0.5294,0.5000,0.6111,0.6471,0.6286,,,
1816_third_letter.txt,cogito-2.1:671b,1.0,zeroshot,english,10,86.2,cloud,0,2026-06-15 16:54:11,E31_Document,0.1429,0.2000,0.1667,0.4286,0.6000,0.5000,,,
1816_third_letter.txt,cogito-2.1:671b,1.0,zeroshot,english,10,86.2,cloud,0,2026-06-15 16:54:11,E52_Time_Span,0.7000,0.2414,0.3590,0.9091,0.3448,0.5000,,,
1816_third_letter.txt,cogito-2.1:671b,1.0,zeroshot,english,10,86.2,cloud,0,2026-06-15 16:54:11,E53_Place,0.7857,0.5093,0.6180,0.9759,0.7500,0.8482,,,
1816_third_letter.txt,cogito-2.1:671b,1.0,zeroshot,english,10,86.2,cloud,0,2026-06-15 16:54:11,F2_Expression,0.0000,0.0000,0.0000,0.0833,0.1429,0.1053,,,
1816_third_letter.txt,cogito-2.1:671b,1.0,zeroshot,english,10,86.2,cloud,0,2026-06-15 16:54:11,Mode_of_Transportation,1.0000,0.0667,0.1250,1.0000,0.0667,0.1250,,,
1816_third_letter.txt,cogito-2.1:671b,1.0,zeroshot,english,10,86.2,cloud,0,2026-06-15 16:54:11,OVERALL,0.5519,0.3217,0.4064,0.7960,0.5079,0.6202,123,59,192
1816_third_letter.txt,deepseek-v4-flash,0.0,zeroshot,dutch,10,783.2,cloud,0,2026-06-15 16:54:15,E18_Physical_Thing,0.6316,0.3871,0.4800,0.9268,0.6129,0.7379,,,
1816_third_letter.txt,deepseek-v4-flash,0.0,zeroshot,dutch,10,783.2,cloud,0,2026-06-15 16:54:15,E19_Physical_Object,0.3846,0.1000,0.1587,0.8235,0.2800,0.4179,,,
1816_third_letter.txt,deepseek-v4-flash,0.0,zeroshot,dutch,10,783.2,cloud,0,2026-06-15 16:54:15,E20_Biological_Object,0.9167,0.6471,0.7586,1.0000,0.7059,0.8276,,,
1816_third_letter.txt,deepseek-v4-flash,0.0,zeroshot,dutch,10,783.2,cloud,0,2026-06-15 16:54:15,E31_Document,0.3571,1.0000,0.5263,0.3571,1.0000,0.5263,,,
1816_third_letter.txt,deepseek-v4-flash,0.0,zeroshot,dutch,10,783.2,cloud,0,2026-06-15 16:54:15,E52_Time_Span,0.7241,0.7241,0.7241,0.9310,0.9310,0.9310,,,
1816_third_letter.txt,deepseek-v4-flash,0.0,zeroshot,dutch,10,783.2,cloud,0,2026-06-15 16:54:15,E53_Place,0.9091,0.7407,0.8163,0.9895,0.8704,0.9261,,,
1816_third_letter.txt,deepseek-v4-flash,0.0,zeroshot,dutch,10,783.2,cloud,0,2026-06-15 16:54:15,F2_Expression,1.0000,0.1538,0.2667,1.0000,0.1429,0.2500,,,
1816_third_letter.txt,deepseek-v4-flash,0.0,zeroshot,dutch,10,783.2,cloud,0,2026-06-15 16:54:15,Mode_of_Transportation,0.8000,0.4000,0.5333,1.0000,0.5667,0.7234,,,
1816_third_letter.txt,deepseek-v4-flash,0.0,zeroshot,dutch,10,783.2,cloud,0,2026-06-15 16:54:15,OVERALL,0.7583,0.5096,0.6095,0.9207,0.6635,0.7712,184,26,131
1816_third_letter.txt,deepseek-v4-flash,0.0,zeroshot,english,10,519.9,cloud,0,2026-06-15 16:54:19,E18_Physical_Thing,0.7857,0.3548,0.4889,0.9706,0.5323,0.6875,,,
1816_third_letter.txt,deepseek-v4-flash,0.0,zeroshot,english,10,519.9,cloud,0,2026-06-15 16:54:19,E19_Physical_Object,0.2500,0.0200,0.0370,0.7500,0.0600,0.1111,,,
1816_third_letter.txt,deepseek-v4-flash,0.0,zeroshot,english,10,519.9,cloud,0,2026-06-15 16:54:19,E20_Biological_Object,0.5000,0.0588,0.1053,1.0000,0.1176,0.2105,,,
1816_third_letter.txt,deepseek-v4-flash,0.0,zeroshot,english,10,519.9,cloud,0,2026-06-15 16:54:19,E31_Document,0.1429,0.2000,0.1667,0.1429,0.2000,0.1667,,,
1816_third_letter.txt,deepseek-v4-flash,0.0,zeroshot,english,10,519.9,cloud,0,2026-06-15 16:54:19,E52_Time_Span,0.5789,0.3793,0.4583,0.9524,0.6897,0.8000,,,
1816_third_letter.txt,deepseek-v4-flash,0.0,zeroshot,english,10,519.9,cloud,0,2026-06-15 16:54:19,E53_Place,0.8780,0.6667,0.7579,0.9888,0.8148,0.8934,,,
1816_third_letter.txt,deepseek-v4-flash,0.0,zeroshot,english,10,519.9,cloud,0,2026-06-15 16:54:19,F2_Expression,0.3333,0.1538,0.2105,0.5000,0.2143,0.3000,,,
1816_third_letter.txt,deepseek-v4-flash,0.0,zeroshot,english,10,519.9,cloud,0,2026-06-15 16:54:19,Mode_of_Transportation,1.0000,0.2000,0.3333,1.0000,0.3000,0.4615,,,
1816_third_letter.txt,deepseek-v4-flash,0.0,zeroshot,english,10,519.9,cloud,0,2026-06-15 16:54:19,OVERALL,0.7532,0.3694,0.4957,0.9244,0.5048,0.6530,135,19,180
1816_third_letter.txt,deepseek-v4-flash,0.5,zeroshot,dutch,10,751.4,cloud,0,2026-06-15 16:54:22,E18_Physical_Thing,0.5439,0.5000,0.5210,0.7705,0.7581,0.7642,,,
1816_third_letter.txt,deepseek-v4-flash,0.5,zeroshot,dutch,10,751.4,cloud,0,2026-06-15 16:54:22,E19_Physical_Object,0.3889,0.1400,0.2059,0.7000,0.2800,0.4000,,,
1816_third_letter.txt,deepseek-v4-flash,0.5,zeroshot,dutch,10,751.4,cloud,0,2026-06-15 16:54:22,E20_Biological_Object,0.8750,0.8235,0.8485,0.9412,0.9412,0.9412,,,
1816_third_letter.txt,deepseek-v4-flash,0.5,zeroshot,dutch,10,751.4,cloud,0,2026-06-15 16:54:22,E31_Document,0.2857,0.8000,0.4211,0.2857,0.8000,0.4211,,,
1816_third_letter.txt,deepseek-v4-flash,0.5,zeroshot,dutch,10,751.4,cloud,0,2026-06-15 16:54:22,E52_Time_Span,0.6923,0.6207,0.6545,0.9615,0.8621,0.9091,,,
1816_third_letter.txt,deepseek-v4-flash,0.5,zeroshot,dutch,10,751.4,cloud,0,2026-06-15 16:54:22,E53_Place,0.8878,0.8056,0.8447,0.9902,0.9352,0.9619,,,
1816_third_letter.txt,deepseek-v4-flash,0.5,zeroshot,dutch,10,751.4,cloud,0,2026-06-15 16:54:22,F2_Expression,0.4000,0.1538,0.2222,0.6000,0.2143,0.3158,,,
1816_third_letter.txt,deepseek-v4-flash,0.5,zeroshot,dutch,10,751.4,cloud,0,2026-06-15 16:54:22,Mode_of_Transportation,0.8125,0.4333,0.5652,1.0000,0.6333,0.7755,,,
1816_third_letter.txt,deepseek-v4-flash,0.5,zeroshot,dutch,10,751.4,cloud,0,2026-06-15 16:54:22,OVERALL,0.7040,0.5605,0.6241,0.8674,0.7270,0.7910,200,49,115
1816_third_letter.txt,deepseek-v4-flash,0.5,zeroshot,english,10,461.4,cloud,0,2026-06-15 16:54:26,E18_Physical_Thing,0.7879,0.4194,0.5474,0.9744,0.6129,0.7525,,,
1816_third_letter.txt,deepseek-v4-flash,0.5,zeroshot,english,10,461.4,cloud,0,2026-06-15 16:54:26,E19_Physical_Object,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,,
1816_third_letter.txt,deepseek-v4-flash,0.5,zeroshot,english,10,461.4,cloud,0,2026-06-15 16:54:26,E20_Biological_Object,0.8889,0.4706,0.6154,1.0000,0.5294,0.6923,,,
1816_third_letter.txt,deepseek-v4-flash,0.5,zeroshot,english,10,461.4,cloud,0,2026-06-15 16:54:26,E31_Document,0.3077,0.8000,0.4444,0.3077,0.8000,0.4444,,,
1816_third_letter.txt,deepseek-v4-flash,0.5,zeroshot,english,10,461.4,cloud,0,2026-06-15 16:54:26,E52_Time_Span,0.6667,0.5517,0.6038,0.9231,0.8276,0.8727,,,
1816_third_letter.txt,deepseek-v4-flash,0.5,zeroshot,english,10,461.4,cloud,0,2026-06-15 16:54:26,E53_Place,0.9250,0.6852,0.7872,0.9888,0.8148,0.8934,,,
1816_third_letter.txt,deepseek-v4-flash,0.5,zeroshot,english,10,461.4,cloud,0,2026-06-15 16:54:26,F2_Expression,0.3333,0.1538,0.2105,0.8333,0.3571,0.5000,,,
1816_third_letter.txt,deepseek-v4-flash,0.5,zeroshot,english,10,461.4,cloud,0,2026-06-15 16:54:26,Mode_of_Transportation,0.9375,0.5000,0.6522,1.0000,0.7000,0.8235,,,
1816_third_letter.txt,deepseek-v4-flash,0.5,zeroshot,english,10,461.4,cloud,0,2026-06-15 16:54:26,OVERALL,0.8011,0.4618,0.5859,0.9310,0.6000,0.7297,160,20,155
1816_third_letter.txt,deepseek-v4-flash,1.0,zeroshot,dutch,10,620.2,cloud,0,2026-06-15 16:54:29,E18_Physical_Thing,0.6296,0.5484,0.5862,0.8596,0.7903,0.8235,,,
1816_third_letter.txt,deepseek-v4-flash,1.0,zeroshot,dutch,10,620.2,cloud,0,2026-06-15 16:54:29,E19_Physical_Object,0.3529,0.1200,0.1791,0.8636,0.3800,0.5278,,,
1816_third_letter.txt,deepseek-v4-flash,1.0,zeroshot,dutch,10,620.2,cloud,0,2026-06-15 16:54:29,E20_Biological_Object,0.9231,0.7059,0.8000,1.0000,0.7647,0.8667,,,
1816_third_letter.txt,deepseek-v4-flash,1.0,zeroshot,dutch,10,620.2,cloud,0,2026-06-15 16:54:29,E31_Document,0.1111,0.2000,0.1429,0.1111,0.2000,0.1429,,,
1816_third_letter.txt,deepseek-v4-flash,1.0,zeroshot,dutch,10,620.2,cloud,0,2026-06-15 16:54:29,E52_Time_Span,0.6667,0.6207,0.6429,0.9630,0.8966,0.9286,,,
1816_third_letter.txt,deepseek-v4-flash,1.0,zeroshot,dutch,10,620.2,cloud,0,2026-06-15 16:54:29,E53_Place,0.8681,0.7315,0.7940,0.9895,0.8704,0.9261,,,
1816_third_letter.txt,deepseek-v4-flash,1.0,zeroshot,dutch,10,620.2,cloud,0,2026-06-15 16:54:29,F2_Expression,0.4000,0.1538,0.2222,0.6000,0.2143,0.3158,,,
1816_third_letter.txt,deepseek-v4-flash,1.0,zeroshot,dutch,10,620.2,cloud,0,2026-06-15 16:54:29,Mode_of_Transportation,0.5625,0.3000,0.3913,0.9474,0.6000,0.7347,,,
1816_third_letter.txt,deepseek-v4-flash,1.0,zeroshot,dutch,10,620.2,cloud,0,2026-06-15 16:54:29,OVERALL,0.6940,0.5127,0.5897,0.9028,0.7079,0.7936,197,34,118
1816_third_letter.txt,deepseek-v4-flash,1.0,zeroshot,english,10,632.7,cloud,0,2026-06-15 16:54:33,E18_Physical_Thing,0.7500,0.4355,0.5510,0.9268,0.6129,0.7379,,,
1816_third_letter.txt,deepseek-v4-flash,1.0,zeroshot,english,10,632.7,cloud,0,2026-06-15 16:54:33,E19_Physical_Object,1.0000,0.0600,0.1132,1.0000,0.0800,0.1481,,,
1816_third_letter.txt,deepseek-v4-flash,1.0,zeroshot,english,10,632.7,cloud,0,2026-06-15 16:54:33,E20_Biological_Object,0.3333,0.0588,0.1000,0.6667,0.1176,0.2000,,,
1816_third_letter.txt,deepseek-v4-flash,1.0,zeroshot,english,10,632.7,cloud,0,2026-06-15 16:54:33,E31_Document,0.1667,0.2000,0.1818,0.1667,0.2000,0.1818,,,
1816_third_letter.txt,deepseek-v4-flash,1.0,zeroshot,english,10,632.7,cloud,0,2026-06-15 16:54:33,E52_Time_Span,0.7097,0.7586,0.7333,0.9333,0.9655,0.9492,,,
1816_third_letter.txt,deepseek-v4-flash,1.0,zeroshot,english,10,632.7,cloud,0,2026-06-15 16:54:33,E53_Place,0.9036,0.6944,0.7853,0.9889,0.8241,0.8990,,,
1816_third_letter.txt,deepseek-v4-flash,1.0,zeroshot,english,10,632.7,cloud,0,2026-06-15 16:54:33,F2_Expression,0.5000,0.2308,0.3158,0.6667,0.2857,0.4000,,,
1816_third_letter.txt,deepseek-v4-flash,1.0,zeroshot,english,10,632.7,cloud,0,2026-06-15 16:54:33,Mode_of_Transportation,0.7857,0.3667,0.5000,1.0000,0.5667,0.7234,,,
1816_third_letter.txt,deepseek-v4-flash,1.0,zeroshot,english,10,632.7,cloud,0,2026-06-15 16:54:33,OVERALL,0.7857,0.4554,0.5766,0.9289,0.5810,0.7148,161,20,154
1816_third_letter.txt,deepseek-v4-pro,0.0,zeroshot,dutch,10,861.4,cloud,0,2026-06-15 16:54:37,E18_Physical_Thing,0.5882,0.6452,0.6154,0.8906,0.9194,0.9048,,,
1816_third_letter.txt,deepseek-v4-pro,0.0,zeroshot,dutch,10,861.4,cloud,0,2026-06-15 16:54:37,E19_Physical_Object,0.3810,0.1600,0.2254,0.8846,0.4600,0.6053,,,
1816_third_letter.txt,deepseek-v4-pro,0.0,zeroshot,dutch,10,861.4,cloud,0,2026-06-15 16:54:37,E20_Biological_Object,0.8750,0.8235,0.8485,0.9375,0.8824,0.9091,,,
1816_third_letter.txt,deepseek-v4-pro,0.0,zeroshot,dutch,10,861.4,cloud,0,2026-06-15 16:54:37,E31_Document,0.1176,0.4000,0.1818,0.2941,1.0000,0.4545,,,
1816_third_letter.txt,deepseek-v4-pro,0.0,zeroshot,dutch,10,861.4,cloud,0,2026-06-15 16:54:37,E52_Time_Span,0.5500,0.7586,0.6377,0.7632,1.0000,0.8657,,,
1816_third_letter.txt,deepseek-v4-pro,0.0,zeroshot,dutch,10,861.4,cloud,0,2026-06-15 16:54:37,E53_Place,0.7398,0.8426,0.7879,0.9211,0.9722,0.9459,,,
1816_third_letter.txt,deepseek-v4-pro,0.0,zeroshot,dutch,10,861.4,cloud,0,2026-06-15 16:54:37,F2_Expression,0.3750,0.2308,0.2857,0.6250,0.3571,0.4545,,,
1816_third_letter.txt,deepseek-v4-pro,0.0,zeroshot,dutch,10,861.4,cloud,0,2026-06-15 16:54:37,Mode_of_Transportation,0.7368,0.4667,0.5714,0.9545,0.7000,0.8077,,,
1816_third_letter.txt,deepseek-v4-pro,0.0,zeroshot,dutch,10,861.4,cloud,0,2026-06-15 16:54:37,OVERALL,0.6218,0.6178,0.6198,0.8525,0.8254,0.8387,236,74,79
1816_third_letter.txt,deepseek-v4-pro,0.0,zeroshot,english,10,771.6,cloud,0,2026-06-15 16:54:40,E18_Physical_Thing,0.7742,0.3871,0.5161,0.9750,0.6290,0.7647,,,
1816_third_letter.txt,deepseek-v4-pro,0.0,zeroshot,english,10,771.6,cloud,0,2026-06-15 16:54:40,E19_Physical_Object,0.3333,0.1000,0.1538,0.8421,0.3200,0.4638,,,
1816_third_letter.txt,deepseek-v4-pro,0.0,zeroshot,english,10,771.6,cloud,0,2026-06-15 16:54:40,E20_Biological_Object,0.9286,0.7647,0.8387,1.0000,0.8235,0.9032,,,
1816_third_letter.txt,deepseek-v4-pro,0.0,zeroshot,english,10,771.6,cloud,0,2026-06-15 16:54:40,E31_Document,0.2500,0.8000,0.3810,0.3333,1.0000,0.5000,,,
1816_third_letter.txt,deepseek-v4-pro,0.0,zeroshot,english,10,771.6,cloud,0,2026-06-15 16:54:40,E52_Time_Span,0.5833,0.7241,0.6462,0.8000,0.9655,0.8750,,,
1816_third_letter.txt,deepseek-v4-pro,0.0,zeroshot,english,10,771.6,cloud,0,2026-06-15 16:54:40,E53_Place,0.8058,0.7685,0.7867,0.9615,0.9259,0.9434,,,
1816_third_letter.txt,deepseek-v4-pro,0.0,zeroshot,english,10,771.6,cloud,0,2026-06-15 16:54:40,F2_Expression,0.1250,0.0769,0.0952,0.6250,0.3571,0.4545,,,
1816_third_letter.txt,deepseek-v4-pro,0.0,zeroshot,english,10,771.6,cloud,0,2026-06-15 16:54:40,Mode_of_Transportation,0.7895,0.5000,0.6122,0.9545,0.7000,0.8077,,,
1816_third_letter.txt,deepseek-v4-pro,0.0,zeroshot,english,10,771.6,cloud,0,2026-06-15 16:54:40,OVERALL,0.6860,0.5287,0.5971,0.8872,0.7238,0.7972,196,45,119
1816_third_letter.txt,deepseek-v4-pro,0.5,zeroshot,dutch,10,981.9,cloud,0,2026-06-15 16:54:44,E18_Physical_Thing,0.5833,0.5645,0.5738,0.9355,0.9355,0.9355,,,
1816_third_letter.txt,deepseek-v4-pro,0.5,zeroshot,dutch,10,981.9,cloud,0,2026-06-15 16:54:44,E19_Physical_Object,0.4524,0.3800,0.4130,0.7750,0.6200,0.6889,,,
1816_third_letter.txt,deepseek-v4-pro,0.5,zeroshot,dutch,10,981.9,cloud,0,2026-06-15 16:54:44,E20_Biological_Object,0.6111,0.6471,0.6286,0.9412,0.9412,0.9412,,,
1816_third_letter.txt,deepseek-v4-pro,0.5,zeroshot,dutch,10,981.9,cloud,0,2026-06-15 16:54:44,E31_Document,0.1500,0.6000,0.2400,0.2500,1.0000,0.4000,,,
1816_third_letter.txt,deepseek-v4-pro,0.5,zeroshot,dutch,10,981.9,cloud,0,2026-06-15 16:54:44,E52_Time_Span,0.5278,0.6552,0.5846,0.8235,0.9655,0.8889,,,
1816_third_letter.txt,deepseek-v4-pro,0.5,zeroshot,dutch,10,981.9,cloud,0,2026-06-15 16:54:44,E53_Place,0.7699,0.8056,0.7873,0.9364,0.9537,0.9450,,,
1816_third_letter.txt,deepseek-v4-pro,0.5,zeroshot,dutch,10,981.9,cloud,0,2026-06-15 16:54:44,F2_Expression,0.0800,0.1538,0.1053,0.2400,0.4286,0.3077,,,
1816_third_letter.txt,deepseek-v4-pro,0.5,zeroshot,dutch,10,981.9,cloud,0,2026-06-15 16:54:44,Mode_of_Transportation,0.7619,0.5333,0.6275,0.9167,0.7333,0.8148,,,
1816_third_letter.txt,deepseek-v4-pro,0.5,zeroshot,dutch,10,981.9,cloud,0,2026-06-15 16:54:44,OVERALL,0.5731,0.6115,0.5917,0.8102,0.8540,0.8315,251,80,64
